00VD               20250212                                                                                   
0601VDA1N       20250101000435100000005000 0100000000000282   
0601VDA1N       20250101000440100000005000 0100000000000300   
0601VDA1N       20250101000445100000005000 0100000000000319   
0601VDA1N       20250101000450100000005000 0100000000000334   
0601VDA1N       20250101000455100000005000 0100000000000350   
0601VDA1N       20250101000460100000005000 0100000000000363   
0601VDA1N       20250101000465100000005000 0100000000000379   
0601VDA1N       20250101000470100000005000 0100000000000400   
0601VDA1N       20250101000475100000005000 0100000000000416   
0601VDA1N       20250101000480100000005000 0100000000000434   
0601VDA1N       20250101000485100000005000 0100000000000448   
0601VDA1N       20250101000490100000005000 0100000000000465   
0601VDA1N       20250101000495100000005000 0100000000000485   
0601VDA1N       20250101000500100000005000 0100000000000498   
0601VDA1N       20250101000505100000005000 0100000000000515   
0601VDA1N       20250101000510100000005000 0100000000000528   
0601VDA1N       20250101000515100000005000 0100000000000544   
0601VDA1N       20250101000520100000005000 0100000000000556   
0601VDA1N       20250101000525100000005000 0100000000000574   
0601VDA1N       20250101000530100000005000 0100000000000588   
0601VDA1N       20250101000535100000005000 0100000000000600   
0601VDA1N       20250101000540100000005000 0100000000000615   
0601VDA1N       20250101000545100000005000 0100000000000626   
0601VDA1N       20250101000550100000005000 0100000000000644   
0601VDA1N       20250101000555100000005000 0100000000000659   
0601VDA1N       20250101000560100000005000 0100000000000673   
0601VDA1N       20250101000565100000005000 0100000000000688   
0601VDA1N       20250101000570100000005000 0100000000000703   
0601VDA1N       20250101000575100000005000 0100000000000718   
0601VDA1N       20250101000580100000005000 0100000000000733   
0601VDA1N       20250101000585100000005000 0100000000000747   
0601VDA1N       20250101000590100000005000 0100000000000761   
0601VDA1N       20250101000595100000005000 0100000000000775   
0601VDA1N       20250101000600100000005000 0100000000000789   
0601VDA1N       20250101000605100000005000 0100000000000803   
0601VDA1N       20250101000610100000005000 0100000000000816   
0601VDA1N       20250101000615100000005000 0100000000000829   
0601VDA1N       20250101000620100000005000 0100000000000842   
0601VDA1N       20250101000625100000005000 0100000000000855   
0601VDA1N       20250101000630100000005000 0100000000000866   
0601VDA1N       20250101000635100000005000 0100000000000880   
0601VDA1N       20250101000640100000005000 0100000000000891   
0601VDA1N       20250101000645100000005000 0100000000000904   
0601VDA1N       20250101000650100000005000 0100000000000914   
0601VDA1N       20250101000655100000005000 0100000000000927   
0601VDA1N       20250101000660100000005000 0100000000000938   
0601VDA1N       20250101000665100000005000 0100000000000949   
0601VDA1N       20250101000670100000005000 0100000000000959   
0601VDA1N       20250101000675100000005000 0100000000000971   
0601VDA1N       20250101000680100000005000 0100000000000981   
0601VDA1N       20250101000685100000005000 0100000000000993   
0601VDA1N       20250101000690100000005000 0100000000001002   
0601VDA1N       20250101000695100000005000 0100000000001013   
0601VDA1N       20250101000700100000005000 0100000000001022   
0601VDA1N       20250101000705100000005000 0100000000001033   
0601VDA1N       20250101000710100000005000 0100000000001042   
0601VDA1N       20250101000715100000005000 0100000000001051   
0601VDA1N       20250101000720100000005000 0100000000001056   
0601VDA1N       20250101000725100000005000 0100000000001062   
0601VDA1N       20250101000730100000005000 0100000000001068   
0601VDA1N       20250101000735100000005000 0100000000001074   
0601VDA1N       20250101000740100000005000 0100000000001079   
0601VDA1N       20250101000745100000005000 0100000000001085   
0601VDA1N       20250101000750100000005000 0100000000001090   
0601VDA1N       20250101000755100000005000 0100000000001095   
0601VDA1N       20250101000760100000005000 0100000000001101   
0601VDA1N       20250101000765100000005000 0100000000001106   
0601VDA1N       20250101000770100000005000 0100000000001111   
0601VDA1N       20250101000775100000005000 0100000000001117   
0601VDA1N       20250101000780100000005000 0100000000001124   
0601VDA1N       20250101000785100000005000 0100000000001129   
0601VDA1N       20250101000790100000005000 0100000000001133   
0601VDA1N       20250101000795100000005000 0100000000001139   
0601VDA1N       20250101000800100000005000 0100000000001143   
0601VDA1N       20250101000805100000005000 0100000000001148   
0601VDA1N       20250101000810100000005000 0100000000001153   
0601VDA1N       20250101000815100000005000 0100000000001157   
0601VDA1N       20250101000820100000005000 0100000000001162   
0601VDA1N       20250101000825100000005000 0100000000001167   
0601VDA1N       20250101000830100000005000 0100000000001171   
0601VDA1N       20250101000835100000005000 0100000000001174   
0601VDA1N       20250101000840100000005000 0100000000001179   
0601VDA1N       20250101000845100000005000 0100000000001183   
0601VDA1N       20250101000850100000005000 0100000000001187   
0601VDA1N       20250101000855100000005000 0100000000001192   
0601VDA1N       20250101000860100000005000 0100000000001196   
0601VDA1N       20250101000865100000005000 0100000000001200   
0601VDA1N       20250101000870100000005000 0100000000001204   
0601VDA1N       20250101000875100000005000 0100000000001208   
0601VDA1N       20250101000880100000005000 0100000000001212   
0601VDA1N       20250101000885100000005000 0100000000001216   
0601VDA1N       20250101000890100000005000 0100000000001220   
0601VDA1N       20250101000895100000005000 0100000000001225   
0601VDA1N       20250101000900100000005000 0100000000001230   
0601VDA1N       20250101000905100000005000 0100000000001235   
0601VDA1N       20250101000910100000005000 0100000000001240   
0601VDA1N       20250101000915100000005000 0100000000001246   
0601VDA1N       20250101000920100000005000 0100000000001251   
0601VDA1N       20250101000925100000005000 0100000000001255   
0601VDA1N       20250101000930100000005000 0100000000001261   
0601VDA1N       20250101000935100000005000 0100000000001265   
0601VDA1N       20250101000940100000005000 0100000000001270   
0601VDA1N       20250101000945100000005000 0100000000001274   
0601VDA1N       20250101000950100000005000 0100000000001278   
0601VDA1N       20250101000955100000005000 0100000000001284   
0601VDA1N       20250101000960100000005000 0100000000001289   
0601VDA1N       20250101000965100000005000 0100000000001293   
0601VDA1N       20250101000970100000005000 0100000000001298   
0601VDA1N       20250101000975100000005000 0100000000001304   
0601VDA1N       20250101000980100000005000 0100000000001309   
0601VDA1N       20250101000985100000005000 0100000000001315   
0601VDA1N       20250101000990100000005000 0100000000001321   
0601VDA1N       20250101000995100000005000 0100000000001326   
0601VDA1N       20250101001000100000005000 0100000000001331   
0601VDA1N       20250101001005100000005000 0100000000001337   
0601VDA1N       20250101001010100000005000 0100000000001342   
0601VDA1N       20250101001015100000005000 0100000000001346   
0601VDA1N       20250101001020100000005000 0100000000001352   
0601VDA1N       20250101001025100000005000 0100000000001357   
0601VDA1N       20250101001030100000005000 0100000000001362   
0601VDA1N       20250101001035100000005000 0100000000001368   
0601VDA1N       20250101001040100000005000 0100000000001372   
0601VDA1N       20250101001045100000005000 0100000000001376   
0601VDA1N       20250101001050100000005000 0100000000001382   
0601VDA1N       20250101001055100000005000 0100000000001386   
0601VDA1N       20250101001060100000005000 0100000000001391   
0601VDA1N       20250101001065100000005000 0100000000001397   
0601VDA1N       20250101001070100000005000 0100000000001400   
0601VDA1N       20250101001075100000005000 0100000000001405   
0601VDA1N       20250101001080100000005000 0100000000001410   
0601VDA1N       20250101001085100000005000 0100000000001414   
0601VDA1N       20250101001090100000005000 0100000000001418   
0601VDA1N       20250101001095100000005000 0100000000001425   
0601VDA1N       20250101001100100000005000 0100000000001430   
0601VDA1N       20250101001105100000005000 0100000000001433   
0601VDA1N       20250101001110100000005000 0100000000001438   
0601VDA1N       20250101001115100000005000 0100000000001443   
0601VDA1N       20250101001120100000005000 0100000000001446   
0601VDA1N       20250101001125100000005000 0100000000001451   
0601VDA1N       20250101001130100000005000 0100000000001455   
0601VDA1N       20250101001135100000005000 0100000000001461   
0601VDA1N       20250101001140100000005000 0100000000001465   
0601VDA1N       20250101001145100000005000 0100000000001469   
0601VDA1N       20250101001150100000005000 0100000000001474   
0601VDA1N       20250101001155100000005000 0100000000001477   
0601VDA1N       20250101001160100000005000 0100000000001483   
0601VDA1N       20250101001165100000005000 0100000000001487   
0601VDA1N       20250101001170100000005000 0100000000001491   
0601VDA1N       20250101001175100000005000 0100000000001495   
0601VDA1N       20250101001180100000005000 0100000000001498   
0601VDA1N       20250101001185100000005000 0100000000001504   
0601VDA1N       20250101001190100000005000 0100000000001508   
0601VDA1N       20250101001195100000005000 0100000000001512   
0601VDA1N       20250101001200100000005000 0100000000001515   
0601VDA1N       20250101001205100000005000 0100000000001520   
0601VDA1N       20250101001210100000005000 0100000000001524   
0601VDA1N       20250101001215100000005000 0100000000001528   
0601VDA1N       20250101001220100000005000 0100000000001533   
0601VDA1N       20250101001225100000005000 0100000000001538   
0601VDA1N       20250101001230100000005000 0100000000001543   
0601VDA1N       20250101001235100000005000 0100000000001550   
0601VDA1N       20250101001240100000005000 0100000000001555   
0601VDA1N       20250101001245100000005000 0100000000001560   
0601VDA1N       20250101001250100000005000 0100000000001567   
0601VDA1N       20250101001255100000005000 0100000000001572   
0601VDA1N       20250101001260100000005000 0100000000001577   
0601VDA1N       20250101001265100000005000 0100000000001583   
0601VDA1N       20250101001270100000005000 0100000000001588   
0601VDA1N       20250101001275100000005000 0100000000001593   
0601VDA1N       20250101001280100000005000 0100000000001597   
0601VDA1N       20250101001285100000005000 0100000000001603   
0601VDA1N       20250101001290100000005000 0100000000001608   
0601VDA1N       20250101001295100000005000 0100000000001613   
0601VDA1N       20250101001300100000005000 0100000000001619   
0601VDA1N       20250101001305100000005000 0100000000001623   
0601VDA1N       20250101001310100000005000 0100000000001628   
